GCF_000005845.2_ASM584v2	GCF/000/005/845/GCF_000005845.2_ASM584v2	eco	GCF/000/005/845	Escherichia coli K-12 MG1655
GCA_001678905.1_ASM167890v1	GCA/001/678/905/GCA_001678905.1_ASM167890v1	dva	GCA/001/678/905	Dermabacter vaginalis
GCA_000024065.1_ASM2406v1	GCA/000/024/065/GCA_000024065.1_ASM2406v1	jde	GCA/000/024/065	Jonesia denitrificans
GCA_000023925.1_ASM2392v1	GCA/000/023/925/GCA_000023925.1_ASM2392v1	kse	GCA/000/023/925	Kytococcus sedentarius
GCA_000725405.1_ASM72540v1	GCA/000/725/405/GCA_000725405.1_ASM72540v1	dni	GCA/000/725/405	Dermacoccus nishinomiyaensis
GCA_001190945.1_ASM119094v1	GCA/001/190/945/GCA_001190945.1_ASM119094v1	lmoi	GCA/001/190/945	Luteipulveratus mongoliensis
GCA_000024965.1_ASM2496v1	GCA/000/024/965/GCA_000024965.1_ASM2496v1	xce	GCA/000/024/965	Xylanimonas cellulosilytica
GCA_000215105.1_ASM21510v1	GCA/000/215/105/GCA_000215105.1_ASM21510v1	iva	GCA/000/215/105	Isoptericola variabilis
GCA_001636295.1_ASM163629v1	GCA/001/636/295/GCA_001636295.1_ASM163629v1	ido	GCA/001/636/295	Isoptericola dokdonensis
GCA_002105775.1_ASM210577v1	GCA/002/105/775/GCA_002105775.1_ASM210577v1	cet	GCA/002/105/775	Cellulosimicrobium sp. TH-20
GCA_002162335.1_ASM216233v1	GCA/002/162/335/GCA_002162335.1_ASM216233v1	cceu	GCA/002/162/335	Cellulosimicrobium cellulans
GCA_000024925.1_ASM2492v1	GCA/000/024/925/GCA_000024925.1_ASM2492v1	ske	GCA/000/024/925	Sanguibacter keddieii
GCA_000092865.1_ASM9286v1	GCA/000/092/865/GCA_000092865.1_ASM9286v1	cfl	GCA/000/092/865	Cellulomonas flavigena
GCA_000212695.1_ASM21269v1	GCA/000/212/695/GCA_000212695.1_ASM21269v1	cfi	GCA/000/212/695	Cellulomonas fimi
GCA_000218545.1_ASM21854v1	GCA/000/218/545/GCA_000218545.1_ASM21854v1	cga	GCA/000/218/545	Cellulomonas gilvus
GCA_002240455.1_ASM224045v1	GCA/002/240/455/GCA_002240455.1_ASM224045v1	cez	GCA/002/240/455	Cellulomonas sp. PSBB021
GCA_000184685.1_ASM18468v1	GCA/000/184/685/GCA_000184685.1_ASM18468v1	ica	GCA/000/184/685	Intrasporangium calvum
GCA_001189535.1_ASM118953v1	GCA/001/189/535/GCA_001189535.1_ASM118953v1	ars	GCA/001/189/535	Arsenicicoccus sp. oral taxon 190
GCA_001685415.1_ASM168541v1	GCA/001/685/415/GCA_001685415.1_ASM168541v1	serj	GCA/001/685/415	Serinicoccus sp. JLT9
GCA_001889125.1_ASM188912v1	GCA/001/889/125/GCA_001889125.1_ASM188912v1	jte	GCA/001/889/125	Janibacter indicus
GCA_003351765.1_ASM335176v1	GCA/003/351/765/GCA_003351765.1_ASM335176v1	orn	GCA/003/351/765	Ornithinimicrobium sp. AMA3305
GCA_001606005.1_ASM160600v1	GCA/001/606/005/GCA_001606005.1_ASM160600v1	bly	GCA/001/606/005	Brevibacterium linens BS258
GCA_001729525.1_ASM172952v1	GCA/001/729/525/GCA_001729525.1_ASM172952v1	blin	GCA/001/729/525	Brevibacterium aurantiacum
GCA_900187045.1_51485_B01	GCA/900/187/045/GCA_900187045.1_51485_B01	dco	GCA/900/187/045	Dermatophilus congolensis
GCA_000008345.1_ASM834v1	GCA/000/008/345/GCA_000008345.1_ASM834v1	pac	GCA/000/008/345	Cutibacterium acnes KPA171202
GCA_000025765.1_ASM2576v1	GCA/000/025/765/GCA_000025765.1_ASM2576v1	pak	GCA/000/025/765	Cutibacterium acnes SK137
GCA_000240035.1_ASM24003v1	GCA/000/240/035/GCA_000240035.1_ASM24003v1	pav	GCA/000/240/035	Cutibacterium acnes TypeIA2 P.acn17
GCA_000240055.1_ASM24005v1	GCA/000/240/055/GCA_000240055.1_ASM24005v1	pax	GCA/000/240/055	Cutibacterium acnes TypeIA2 P.acn31
GCA_000240015.1_ASM24001v1	GCA/000/240/015/GCA_000240015.1_ASM24001v1	paz	GCA/000/240/015	Cutibacterium acnes TypeIA2 P.acn33
GCA_000213155.1_ASM21315v1	GCA/000/213/155/GCA_000213155.1_ASM21315v1	paw	GCA/000/213/155	Cutibacterium acnes 266
GCA_000231215.1_ASM23121v1	GCA/000/231/215/GCA_000231215.1_ASM23121v1	pad	GCA/000/231/215	Cutibacterium acnes subsp. defendens ATCC 11828
GCA_000217615.1_ASM21761v1	GCA/000/217/615/GCA_000217615.1_ASM21761v1	pcn	GCA/000/217/615	Cutibacterium acnes 6609
GCA_000302515.1_ASM30251v1	GCA/000/302/515/GCA_000302515.1_ASM30251v1	pacc	GCA/000/302/515	Cutibacterium acnes C1
GCA_000376705.1_ASM37670v1	GCA/000/376/705/GCA_000376705.1_ASM37670v1	pach	GCA/000/376/705	Cutibacterium acnes HL096PA1
GCA_000709495.1_ASM70949v1	GCA/000/709/495/GCA_000709495.1_ASM70949v1	pacn	GCA/000/709/495	Cutibacterium acnes hdn-1
GCA_001281065.1_ASM128106v1	GCA/001/281/065/GCA_001281065.1_ASM128106v1	cacn	GCA/001/281/065	Cutibacterium acnes KCOM 1861 (= ChDC B594)
GCA_000367205.1_ASM36720v1	GCA/000/367/205/GCA_000367205.1_ASM36720v1	pra	GCA/000/367/205	Cutibacterium avidum
GCA_900186975.1_50569_F01	GCA/900/186/975/GCA_900186975.1_50569_F01	cgrn	GCA/900/186/975	Cutibacterium granulosum
GCA_000091725.1_ASM9172v1	GCA/000/091/725/GCA_000091725.1_ASM9172v1	pfr	GCA/000/091/725	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1
GCA_000940845.1_ASM94084v1	GCA/000/940/845/GCA_000940845.1_ASM94084v1	pfre	GCA/000/940/845	Propionibacterium freudenreichii subsp. freudenreichii DSM 20271
GCA_001717565.1_ASM171756v1	GCA/001/717/565/GCA_001717565.1_ASM171756v1	prl	GCA/001/717/565	Propionibacterium sp. oral taxon 193
GCA_000277715.1_ASM27771v1	GCA/000/277/715/GCA_000277715.1_ASM27771v1	ppc	GCA/000/277/715	Pseudopropionibacterium propionicum
GCA_000310065.1_ASM31006v1	GCA/000/310/065/GCA_000310065.1_ASM31006v1	pbo	GCA/000/310/065	Acidipropionibacterium acidipropionici ATCC 4875
GCA_001441165.1_ASM144116v1	GCA/001/441/165/GCA_001441165.1_ASM144116v1	aaci	GCA/001/441/165	Acidipropionibacterium acidipropionici CGMCC 1.2230
GCA_003325455.1_ASM332545v1	GCA/003/325/455/GCA_003325455.1_ASM332545v1	acij	GCA/003/325/455	Acidipropionibacterium virtanenii
GCA_000270245.1_ASM27024v1	GCA/000/270/245/GCA_000270245.1_ASM27024v1	mph	GCA/000/270/245	Microlunatus phosphovorus
GCA_001997295.1_ASM199729v1	GCA/001/997/295/GCA_001997295.1_ASM199729v1	tfl	GCA/001/997/295	Tessaracoccus flavus
GCA_001998865.1_ASM199886v1	GCA/001/998/865/GCA_001998865.1_ASM199886v1	tfa	GCA/001/998/865	Tessaracoccus flavescens
GCA_001997345.1_ASM199734v1	GCA/001/997/345/GCA_001997345.1_ASM199734v1	tes	GCA/001/997/345	Tessaracoccus aquimaris
GCA_002022225.1_ASM202222v1	GCA/002/022/225/GCA_002022225.1_ASM202222v1	tez	GCA/002/022/225	Tessaracoccus sp. T2.5-30
GCA_000015265.1_ASM1526v1	GCA/000/015/265/GCA_000015265.1_ASM1526v1	nca	GCA/000/015/265	Nocardioides sp. JS614
GCA_001653335.1_ASM165333v1	GCA/001/653/335/GCA_001653335.1_ASM165333v1	ndk	GCA/001/653/335	Nocardioides dokdonensis
GCA_000024345.1_ASM2434v1	GCA/000/024/345/GCA_000024345.1_ASM2434v1	kfl	GCA/000/024/345	Kribbella flavida
GCA_000785495.1_ASM78549v1	GCA/000/785/495/GCA_000785495.1_ASM78549v1	psim	GCA/000/785/495	Pimelobacter simplex
GCA_001509405.1_ASM150940v1	GCA/001/509/405/GCA_001509405.1_ASM150940v1	aer	GCA/001/509/405	Aeromicrobium erythreum
GCA_003065605.1_ASM306560v1	GCA/003/065/605/GCA_003065605.1_ASM306560v1	aez	GCA/003/065/605	Aeromicrobium sp. 592
GCA_003443875.1_ASM344387v1	GCA/003/443/875/GCA_003443875.1_ASM344387v1	aeb	GCA/003/443/875	Aeromicrobium sp. A1-2
GCA_900289045.1_MPGL2	GCA/900/289/045/GCA_900289045.1_MPGL2	mgg	GCA/900/289/045	Micropruina glycogenica
GCA_000012405.1_ASM1240v1	GCA/000/012/405/GCA_000012405.1_ASM1240v1	tfu	GCA/000/012/405	Thermobifida fusca
GCA_000092985.1_ASM9298v1	GCA/000/092/985/GCA_000092985.1_ASM9298v1	nda	GCA/000/092/985	Nocardiopsis dassonvillei
GCA_000294515.1_ASM29451v1	GCA/000/294/515/GCA_000294515.1_ASM29451v1	nal	GCA/000/294/515	Nocardiopsis alba
GCA_002263495.1_ASM226349v1	GCA/002/263/495/GCA_002263495.1_ASM226349v1	ngv	GCA/002/263/495	Nocardiopsis gilva
GCA_000024385.1_ASM2438v1	GCA/000/024/385/GCA_000024385.1_ASM2438v1	tcu	GCA/000/024/385	Thermomonospora curvata
GCA_000024865.1_ASM2486v1	GCA/000/024/865/GCA_000024865.1_ASM2486v1	sro	GCA/000/024/865	Streptosporangium roseum
GCA_002057455.1_ASM205745v1	GCA/002/057/455/GCA_002057455.1_ASM205745v1	noa	GCA/002/057/455	Nonomuraea sp. ATCC 55076
GCA_000013345.1_ASM1334v1	GCA/000/013/345/GCA_000013345.1_ASM1334v1	fra	GCA/000/013/345	Frankia casuarinae
GCA_000018005.1_ASM1800v1	GCA/000/018/005/GCA_000018005.1_ASM1800v1	fre	GCA/000/018/005	Frankia sp. EAN1pec
GCA_000166135.1_ASM16613v1	GCA/000/166/135/GCA_000166135.1_ASM16613v1	fri	GCA/000/166/135	Frankia sp. EuI1c
GCA_000058485.1_ASM5848v1	GCA/000/058/485/GCA_000058485.1_ASM5848v1	fal	GCA/000/058/485	Frankia alni
GCA_000177615.2_ASM17761v2	GCA/000/177/615/GCA_000177615.2_ASM17761v2	fsy	GCA/000/177/615	Frankia symbiont
GCA_000015025.1_ASM1502v1	GCA/000/015/025/GCA_000015025.1_ASM1502v1	ace	GCA/000/015/025	Acidothermus cellulolyticus
GCA_000024365.1_ASM2436v1	GCA/000/024/365/GCA_000024365.1_ASM2436v1	nml	GCA/000/024/365	Nakamurella multipartita
GCA_000025345.1_ASM2534v1	GCA/000/025/345/GCA_000025345.1_ASM2534v1	gob	GCA/000/025/345	Geodermatophilus obscurus
GCA_000284015.1_ASM28401v1	GCA/000/284/015/GCA_000284015.1_ASM28401v1	bsd	GCA/000/284/015	Blastococcus saxobsidens
GCA_000306785.1_ASM30678v1	GCA/000/306/785/GCA_000306785.1_ASM30678v1	mmar	GCA/000/306/785	Modestobacter marinus
GCA_000017305.1_ASM1730v1	GCA/000/017/305/GCA_000017305.1_ASM1730v1	kra	GCA/000/017/305	Kineococcus radiotolerans
GCA_000062885.1_ASM6288v1	GCA/000/062/885/GCA_000062885.1_ASM6288v1	sen	GCA/000/062/885	Saccharopolyspora erythraea
GCA_000023865.1_ASM2386v1	GCA/000/023/865/GCA_000023865.1_ASM2386v1	svi	GCA/000/023/865	Saccharomonospora viridis
GCF_000196835.1_ASM19683v1	GCF/000/196/835/GCF_000196835.1_ASM19683v1	amd	GCF/000/196/835	Amycolatopsis mediterranei U32
GCA_000220945.1_ASM22094v1	GCA/000/220/945/GCA_000220945.1_ASM22094v1	amn	GCA/000/220/945	Amycolatopsis mediterranei S699
GCA_000282715.1_ASM28271v1	GCA/000/282/715/GCA_000282715.1_ASM28271v1	amm	GCA/000/282/715	Amycolatopsis mediterranei S699
GCA_000454025.1_ASM45402v1	GCA/000/454/025/GCA_000454025.1_ASM45402v1	amz	GCA/000/454/025	Amycolatopsis mediterranei RB
GCA_000400635.2_ASM40063v2	GCA/000/400/635/GCA_000400635.2_ASM40063v2	aoi	GCA/000/400/635	Amycolatopsis orientalis
GCA_000732925.1_ASM73292v1	GCA/000/732/925/GCA_000732925.1_ASM73292v1	aja	GCA/000/732/925	Amycolatopsis japonica
GCA_000739085.1_ASM73908v1	GCA/000/739/085/GCA_000739085.1_ASM73908v1	amq	GCA/000/739/085	Amycolatopsis methanolica
GCA_002796545.1_ASM279654v1	GCA/002/796/545/GCA_002796545.1_ASM279654v1	amyc	GCA/002/796/545	Amycolatopsis sp. AA4
GCA_002849735.1_ASM284973v1	GCA/002/849/735/GCA_002849735.1_ASM284973v1	amyb	GCA/002/849/735	Amycolatopsis sp. BJA-103
GCA_003312875.1_ASM331287v1	GCA/003/312/875/GCA_003312875.1_ASM331287v1	aab	GCA/003/312/875	Amycolatopsis albispora
GCA_000196675.1_ASM19667v1	GCA/000/196/675/GCA_000196675.1_ASM19667v1	pdx	GCA/000/196/675	Pseudonocardia dioxanivorans
GCA_001294605.1_ASM129460v1	GCA/001/294/605/GCA_001294605.1_ASM129460v1	psea	GCA/001/294/605	Pseudonocardia sp. AL041005-10
GCA_001294425.1_ASM129442v1	GCA/001/294/425/GCA_001294425.1_ASM129442v1	psee	GCA/001/294/425	Pseudonocardia sp. EC080625-04
GCA_001294645.1_ASM129464v1	GCA/001/294/645/GCA_001294645.1_ASM129464v1	pseh	GCA/001/294/645	Pseudonocardia sp. HH130629-09
GCA_001420975.1_ASM142097v1	GCA/001/420/975/GCA_001420975.1_ASM142097v1	pseq	GCA/001/420/975	Pseudonocardia sp. EC080610-09
GCA_001420995.1_ASM142099v1	GCA/001/420/995/GCA_001420995.1_ASM142099v1	pecq	GCA/001/420/995	Pseudonocardia sp EC080619-01
GCA_001698125.1_ASM169812v1	GCA/001/698/125/GCA_001698125.1_ASM169812v1	phh	GCA/001/698/125	Pseudonocardia sp. HH130630-07
GCA_000023245.1_ASM2324v1	GCA/000/023/245/GCA_000023245.1_ASM2324v1	ami	GCA/000/023/245	Actinosynnema mirum
GCA_002354875.1_ASM235487v1	GCA/002/354/875/GCA_002354875.1_ASM235487v1	apre	GCA/002/354/875	Actinosynnema pretiosum
GCA_000328705.1_ASM32870v1	GCA/000/328/705/GCA_000328705.1_ASM32870v1	sesp	GCA/000/328/705	Saccharothrix espanaensis
GCA_000525635.1_ASM52563v1	GCA/000/525/635/GCA_000525635.1_ASM52563v1	kal	GCA/000/525/635	Kutzneria albida
GCA_001302585.1_ASM130258v1	GCA/001/302/585/GCA_001302585.1_ASM130258v1	kphy	GCA/001/302/585	Kibdelosporangium phytohabitans
GCA_001701025.1_ASM170102v1	GCA/001/701/025/GCA_001701025.1_ASM170102v1	led	GCA/001/701/025	Lentzea guizhouensis
GCA_001747425.1_ASM174742v1	GCA/001/747/425/GCA_001747425.1_ASM174742v1	ahm	GCA/001/747/425	Actinoalloteichus hymeniacidonis
GCA_001941645.1_ASM194164v1	GCA/001/941/645/GCA_001941645.1_ASM194164v1	acti	GCA/001/941/645	Actinoalloteichus sp. GBA129-24
GCA_001941625.1_ASM194162v1	GCA/001/941/625/GCA_001941625.1_ASM194162v1	acad	GCA/001/941/625	Actinoalloteichus sp. ADI127-7
GCA_002234535.1_ASM223453v1	GCA/002/234/535/GCA_002234535.1_ASM223453v1	ahg	GCA/002/234/535	Actinoalloteichus hoggarensis
GCA_002895405.1_ASM289540v1	GCA/002/895/405/GCA_002895405.1_ASM289540v1	acta	GCA/002/895/405	Actinoalloteichus sp. AHMU CJ021
GCA_900070365.1_Alloactinosynnema_sp._L-07	GCA/900/070/365/GCA_900070365.1_Alloactinosynnema_sp._L-07	alo	GCA/900/070/365	Alloactinosynnema sp. L-07
GCA_002240355.1_ASM224035v1	GCA/002/240/355/GCA_002240355.1_ASM224035v1	pmad	GCA/002/240/355	Prauserella marina
GCA_000016425.1_ASM1642v1	GCA/000/016/425/GCA_000016425.1_ASM1642v1	stp	GCA/000/016/425	Salinispora tropica
GCA_000018265.1_ASM1826v1	GCA/000/018/265/GCA_000018265.1_ASM1826v1	saq	GCA/000/018/265	Salinispora arenicola
GCA_000145235.1_ASM14523v1	GCA/000/145/235/GCA_000145235.1_ASM14523v1	mau	GCA/000/145/235	Micromonospora aurantiaca
GCA_000177655.2_ASM17765v2	GCA/000/177/655/GCA_000177655.2_ASM17765v2	mil	GCA/000/177/655	Micromonospora sp. L5
GCA_003408515.1_ASM340851v1	GCA/003/408/515/GCA_003408515.1_ASM340851v1	micb	GCA/003/408/515	Micromonospora sp. B006
GCA_003612775.1_ASM361277v1	GCA/003/612/775/GCA_003612775.1_ASM361277v1	mtua	GCA/003/612/775	Micromonospora tulbaghiae
GCA_000204155.1_ASM20415v1	GCA/000/204/155/GCA_000204155.1_ASM20415v1	vma	GCA/000/204/155	Verrucosispora maris
GCA_000284295.1_ASM28429v1	GCA/000/284/295/GCA_000284295.1_ASM28429v1	ams	GCA/000/284/295	Actinoplanes missouriensis
GCA_000237145.1_ASM23714v1	GCA/000/237/145/GCA_000237145.1_ASM23714v1	ase	GCA/000/237/145	Actinoplanes sp. SE50/110
GCA_000389965.1_ASM38996v1	GCA/000/389/965/GCA_000389965.1_ASM38996v1	actn	GCA/000/389/965	Actinoplanes sp. N902-109
GCA_000494755.1_ASM49475v1	GCA/000/494/755/GCA_000494755.1_ASM49475v1	afs	GCA/000/494/755	Actinoplanes friuliensis
GCA_002717025.1_ASM271702v1	GCA/002/717/025/GCA_002717025.1_ASM271702v1	acts	GCA/002/717/025	Actinoplanes sp. SE50
GCA_002285795.1_ASM228579v1	GCA/002/285/795/GCA_002285795.1_ASM228579v1	plk	GCA/002/285/795	Plantactinospora sp. KBS50
GCA_003030345.1_ASM303034v1	GCA/003/030/345/GCA_003030345.1_ASM303034v1	plab	GCA/003/030/345	Plantactinospora sp. BC1
GCA_003030385.1_ASM303038v1	GCA/003/030/385/GCA_003030385.1_ASM303038v1	plat	GCA/003/030/385	Plantactinospora sp. BB1
GCA_000024025.1_ASM2402v1	GCA/000/024/025/GCA_000024025.1_ASM2402v1	cai	GCA/000/024/025	Catenulispora acidiphila
GCA_000024545.1_ASM2454v1	GCA/000/024/545/GCA_000024545.1_ASM2454v1	sna	GCA/000/024/545	Stackebrandtia nassauensis
GCA_000092365.1_ASM9236v1	GCA/000/092/365/GCA_000092365.1_ASM9236v1	ahe	GCA/000/092/365	Arcanobacterium haemolyticum
GCA_000196535.1_ASM19653v1	GCA/000/196/535/GCA_000196535.1_ASM19653v1	mcu	GCA/000/196/535	Mobiluncus curtisii
GCA_000612055.1_ASM61205v1	GCA/000/612/055/GCA_000612055.1_ASM61205v1	tpy	GCA/000/612/055	Trueperella pyogenes TP6375
GCA_000816065.1_ASM81606v1	GCA/000/816/065/GCA_000816065.1_ASM81606v1	tpyo	GCA/000/816/065	Trueperella pyogenes TP8
GCA_000724605.1_ASM72460v1	GCA/000/724/605/GCA_000724605.1_ASM72460v1	asg	GCA/000/724/605	Actinotignum schaalii
GCA_003073475.1_ASM307347v1	GCA/003/073/475/GCA_003073475.1_ASM307347v1	actt	GCA/003/073/475	Actinotignum sp. 313
GCA_001262055.1_ASM126205v1	GCA/001/262/055/GCA_001262055.1_ASM126205v1	amy	GCA/001/262/055	Actinomyces meyeri
GCA_001278845.1_ASM127884v1	GCA/001/278/845/GCA_001278845.1_ASM127884v1	acq	GCA/001/278/845	Actinomyces sp. oral taxon 414
GCA_001553935.1_ASM155393v1	GCA/001/553/935/GCA_001553935.1_ASM155393v1	aos	GCA/001/553/935	Actinomyces oris
GCA_001553565.1_ASM155356v1	GCA/001/553/565/GCA_001553565.1_ASM155356v1	ard	GCA/001/553/565	Actinomyces radicidentis
GCA_001856685.1_ASM185668v1	GCA/001/856/685/GCA_001856685.1_ASM185668v1	avu	GCA/001/856/685	Actinomyces sp. VUL4_3
GCA_002076915.1_ASM207691v1	GCA/002/076/915/GCA_002076915.1_ASM207691v1	actp	GCA/002/076/915	Actinomyces gaoshouyii
GCA_002356195.1_ASM235619v1	GCA/002/356/195/GCA_002356195.1_ASM235619v1	actc	GCA/002/356/195	Actinomyces sp. Chiba101
GCA_002999235.1_ASM299923v1	GCA/002/999/235/GCA_002999235.1_ASM299923v1	acto	GCA/002/999/235	Actinomyces sp. oral taxon 897
GCA_002355915.1_ASM235591v1	GCA/002/355/915/GCA_002355915.1_ASM235591v1	ane	GCA/002/355/915	Actinomyces naeslundii
GCF_000007525.1_ASM752v1	GCF/000/007/525/GCF_000007525.1_ASM752v1	blo	GCF/000/007/525	Bifidobacterium longum NCC2705
GCA_000008945.1_ASM894v1	GCA/000/008/945/GCA_000008945.1_ASM894v1	blj	GCA/000/008/945	Bifidobacterium longum DJO10A
GCA_000020425.1_ASM2042v1	GCA/000/020/425/GCA_000020425.1_ASM2042v1	bln	GCA/000/020/425	Bifidobacterium longum subsp. infantis ATCC 15697 (JGI)
GCA_000269965.1_ASM26996v1	GCA/000/269/965/GCA_000269965.1_ASM26996v1	blon	GCA/000/269/965	Bifidobacterium longum subsp. infantis ATCC 15697 (Tokyo)
GCA_000196575.1_ASM19657v1	GCA/000/196/575/GCA_000196575.1_ASM19657v1	blf	GCA/000/196/575	Bifidobacterium longum subsp. infantis 157F
GCA_000092325.1_ASM9232v1	GCA/000/092/325/GCA_000092325.1_ASM9232v1	bll	GCA/000/092/325	Bifidobacterium longum subsp. longum JDM301
GCA_000166315.1_ASM16631v1	GCA/000/166/315/GCA_000166315.1_ASM16631v1	blb	GCA/000/166/315	Bifidobacterium longum subsp. longum BBMN68
GCA_000196555.1_ASM19655v1	GCA/000/196/555/GCA_000196555.1_ASM19655v1	blm	GCA/000/196/555	Bifidobacterium longum subsp. longum JCM 1217
GCA_000219455.1_ASM21945v1	GCA/000/219/455/GCA_000219455.1_ASM21945v1	blk	GCA/000/219/455	Bifidobacterium longum subsp. longum KACC 91563
GCA_000210755.1_ASM21075v1	GCA/000/210/755/GCA_000210755.1_ASM21075v1	blg	GCA/000/210/755	Bifidobacterium longum subsp. longum F8
GCA_000772485.1_ASM77248v1	GCA/000/772/485/GCA_000772485.1_ASM77248v1	blz	GCA/000/772/485	Bifidobacterium longum subsp. longum GT15
GCA_000730205.1_ASM73020v1	GCA/000/730/205/GCA_000730205.1_ASM73020v1	blx	GCA/000/730/205	Bifidobacterium longum BXY01
GCA_000010425.1_ASM1042v1	GCA/000/010/425/GCA_000010425.1_ASM1042v1	bad	GCA/000/010/425	Bifidobacterium adolescentis ATCC 15703
GCA_000737885.1_ASM73788v1	GCA/000/737/885/GCA_000737885.1_ASM73788v1	badl	GCA/000/737/885	Bifidobacterium adolescentis 22L
GCA_000817995.1_ASM81799v1	GCA/000/817/995/GCA_000817995.1_ASM81799v1	bado	GCA/000/817/995	Bifidobacterium adolescentis BBMN23
GCA_000021425.1_ASM2142v1	GCA/000/021/425/GCA_000021425.1_ASM2142v1	bla	GCA/000/021/425	Bifidobacterium animalis subsp. lactis AD011
GCA_000022705.1_ASM2270v1	GCA/000/022/705/GCA_000022705.1_ASM2270v1	blc	GCA/000/022/705	Bifidobacterium animalis subsp. lactis Bl-04
GCA_000022965.1_ASM2296v1	GCA/000/022/965/GCA_000022965.1_ASM2296v1	blt	GCA/000/022/965	Bifidobacterium animalis subsp. lactis DSM 10140
GCA_000025245.1_ASM2524v1	GCA/000/025/245/GCA_000025245.1_ASM2524v1	bbb	GCA/000/025/245	Bifidobacterium animalis subsp. lactis BB-12
GCA_000224965.2_ASM22496v2	GCA/000/224/965/GCA_000224965.2_ASM22496v2	bbc	GCA/000/224/965	Bifidobacterium animalis subsp. lactis BLC1
GCA_000220885.1_ASM22088v1	GCA/000/220/885/GCA_000220885.1_ASM22088v1	bnm	GCA/000/220/885	Bifidobacterium animalis subsp. lactis CNCM I-2494
GCA_000092765.1_ASM9276v1	GCA/000/092/765/GCA_000092765.1_ASM9276v1	blv	GCA/000/092/765	Bifidobacterium animalis subsp. lactis V9
GCA_000277325.1_ASM27732v1	GCA/000/277/325/GCA_000277325.1_ASM27732v1	blw	GCA/000/277/325	Bifidobacterium animalis subsp. lactis B420
GCA_000277345.1_ASM27734v1	GCA/000/277/345/GCA_000277345.1_ASM27734v1	bls	GCA/000/277/345	Bifidobacterium animalis subsp. lactis Bi-07
GCA_000414215.1_ASM41421v1	GCA/000/414/215/GCA_000414215.1_ASM41421v1	bani	GCA/000/414/215	Bifidobacterium animalis subsp. lactis Bl12
GCA_000471945.1_ASM47194v1	GCA/000/471/945/GCA_000471945.1_ASM47194v1	banl	GCA/000/471/945	Bifidobacterium animalis subsp. lactis ATCC 27673
GCA_000260715.1_ASM26071v1	GCA/000/260/715/GCA_000260715.1_ASM26071v1	bni	GCA/000/260/715	Bifidobacterium animalis subsp. animalis ATCC 25527
GCA_000695895.1_ASM69589v1	GCA/000/695/895/GCA_000695895.1_ASM69589v1	banm	GCA/000/695/895	Bifidobacterium animalis RH
GCA_000024445.1_ASM2444v1	GCA/000/024/445/GCA_000024445.1_ASM2444v1	bde	GCA/000/024/445	Bifidobacterium dentium Bd1
GCA_001042595.1_ASM104259v1	GCA/001/042/595/GCA_001042595.1_ASM104259v1	bdn	GCA/001/042/595	Bifidobacterium dentium JCM 1195 = DSM 20436
GCA_000164965.1_ASM16496v1	GCA/000/164/965/GCA_000164965.1_ASM16496v1	bbi	GCA/000/164/965	Bifidobacterium bifidum S17
GCF_000165905.1_ASM16590v1	GCF/000/165/905/GCF_000165905.1_ASM16590v1	bbp	GCF/000/165/905	Bifidobacterium bifidum PRL2010
GCA_000265095.1_ASM26509v1	GCA/000/265/095/GCA_000265095.1_ASM26509v1	bbf	GCA/000/265/095	Bifidobacterium bifidum BGN4
GCA_000213865.1_ASM21386v1	GCA/000/213/865/GCA_000213865.1_ASM21386v1	bbv	GCA/000/213/865	Bifidobacterium breve ACS-071-V-Sch8b
GCA_000220135.1_ASM22013v1	GCA/000/220/135/GCA_000220135.1_ASM22013v1	bbru	GCA/000/220/135	Bifidobacterium breve UCC2003
GCA_000568955.1_ASM56895v1	GCA/000/568/955/GCA_000568955.1_ASM56895v1	bbre	GCA/000/568/955	Bifidobacterium breve 12L
GCA_000569055.1_ASM56905v1	GCA/000/569/055/GCA_000569055.1_ASM56905v1	bbrv	GCA/000/569/055	Bifidobacterium breve 689b
GCA_000568975.1_ASM56897v1	GCA/000/568/975/GCA_000568975.1_ASM56897v1	bbrj	GCA/000/568/975	Bifidobacterium breve JCM 7017
GCA_000569015.1_ASM56901v1	GCA/000/569/015/GCA_000569015.1_ASM56901v1	bbrc	GCA/000/569/015	Bifidobacterium breve JCM 7019
GCA_000569035.1_ASM56903v1	GCA/000/569/035/GCA_000569035.1_ASM56903v1	bbrn	GCA/000/569/035	Bifidobacterium breve NCFB 2258
GCA_000569075.1_ASM56907v1	GCA/000/569/075/GCA_000569075.1_ASM56907v1	bbrs	GCA/000/569/075	Bifidobacterium breve S27
GCA_001025175.1_ASM102517v1	GCA/001/025/175/GCA_001025175.1_ASM102517v1	bbrd	GCA/001/025/175	Bifidobacterium breve DSM 20213 = JCM 1192
GCA_000304215.1_ASM30421v1	GCA/000/304/215/GCA_000304215.1_ASM30421v1	bast	GCA/000/304/215	Bifidobacterium asteroides
GCA_000347695.1_ASM34769v1	GCA/000/347/695/GCA_000347695.1_ASM34769v1	btp	GCA/000/347/695	Bifidobacterium thermophilum
GCA_000737865.1_ASM73786v1	GCA/000/737/865/GCA_000737865.1_ASM73786v1	bcor	GCA/000/737/865	Bifidobacterium coryneforme
